student_id,age,entrance_score,board_percentage,extracurricular_score,admission_probability
22358,20,0,86.96,3,0.322
22359,20,54,90.12,8,0.472
22360,19,182,74.92,8,0.448
22361,17,216,89.54,7,0.559
22362,17,50,74.07,5,0.299
22363,20,146,51.88,7,0.239
22364,17,0,92.99,9,0.475
22365,18,66,84.8,5,0.387
22366,19,0,53.5,7,0.152
22367,17,181,91.03,2,0.456
22368,20,0,96.82,2,0.376
22369,19,83,79.34,10,0.45
22370,17,161,80.97,0,0.333
22371,18,137,86.64,9,0.521
22372,18,199,68.01,6,0.373
22373,17,84,64.82,10,0.345
22374,20,0,59.72,9,0.234
22375,18,0,50.69,0,0.04199
22376,19,19,61.59,6,0.205
22377,19,44,72.8,1,0.213
22378,17,0,73.67,8,0.317
22379,19,0,98.4,10,0.533
22380,18,23,85.14,2,0.307
22381,17,0,76.8,0,0.194
22382,18,0,60.82,5,0.169
22383,19,0,63.16,3,0.15
22384,17,0,58.07,9,0.222
22385,20,0,60.3,3,0.129
22386,19,0,65.88,7,0.242
22387,18,97,81.64,0,0.295
22388,19,163,76.57,2,0.339
22389,18,0,67.65,5,0.218
22390,19,0,90.86,2,0.333
22391,17,140,82.63,8,0.476
22392,19,0,60.46,6,0.184
22393,17,0,66.43,3,0.173
22394,17,0,79.22,0,0.212
22395,18,0,92.84,5,0.401
22396,17,110,53.42,0,0.098
22397,18,33,88.26,1,0.318
22398,17,178,62.2,5,0.299
22399,17,0,78.32,9,0.369
22400,17,0,63.86,0,0.1
22401,20,59,53.59,8,0.211
22402,19,0,51.72,0,0.04199
22403,17,109,75.88,2,0.297
22404,17,0,91.67,1,0.32
22405,20,63,84.96,0,0.296
22406,19,0,97.41,1,0.362
22407,20,0,75.95,3,0.242
22408,17,133,74.52,4,0.34
22409,18,16,54.23,3,0.096
22410,17,63,83.29,7,0.411
22411,18,176,84.76,6,0.479
22412,17,3,66.99,0,0.125
22413,17,0,55.14,10,0.218
22414,19,14,73.52,2,0.216
22415,20,117,52.25,0,0.095
22416,19,71,99.18,7,0.532
22417,20,0,91.97,10,0.486
22418,20,68,89.08,5,0.42
22419,20,0,77.87,6,0.311
22420,17,51,53.74,0,0.061
22421,18,24,88.58,0,0.296
22422,19,170,54.5,3,0.201
22423,20,131,81.49,1,0.335
22424,20,179,82.65,9,0.521
22425,19,187,68.99,0,0.263
22426,18,398,61.12,0,0.348
22427,18,0,73.35,6,0.278
22428,17,0,93.41,5,0.406
22429,18,10,60.9,5,0.176
22430,17,140,56.06,0,0.138
22431,20,164,98.48,7,0.589
22432,17,168,58.69,5,0.267
22433,18,152,62.76,9,0.358
22434,20,0,93.04,3,0.367
22435,20,0,75.87,6,0.296
22436,18,61,79.88,2,0.294
22437,18,0,83.22,9,0.404
22438,19,7,64.95,6,0.222
22439,20,0,58.15,8,0.204
22440,20,103,71.34,2,0.26
22441,19,148,99.21,4,0.529
22442,18,0,60.22,10,0.255
22443,18,1,99.16,10,0.539
22444,19,142,70.14,7,0.368
22445,20,49,67.54,3,0.214
22446,17,75,55.4,3,0.144
22447,20,0,53.06,4,0.094
22448,18,0,53.27,5,0.114
22449,17,0,89.49,4,0.359
22450,17,0,95.16,4,0.4
22451,18,376,86.58,6,0.627
22452,17,187,86.31,0,0.389
22453,17,66,69.4,4,0.257
22454,18,0,63.01,1,0.112
22455,20,0,71.06,7,0.28
22456,19,0,68.77,7,0.263
22457,17,160,52.83,2,0.164
22458,19,42,61.02,3,0.162
22459,18,0,53.66,8,0.171
22460,19,0,76.96,4,0.268
22461,17,109,88.1,4,0.422
22462,17,18,75.34,3,0.25
22463,18,0,78.75,7,0.335
22464,20,185,92.92,2,0.472
22465,19,170,87.36,8,0.531
22466,17,61,87.17,0,0.311
22467,20,0,80.61,6,0.331
22468,20,150,71.04,7,0.38
22469,19,0,52.59,0,0.04199
22470,19,0,97.53,10,0.526
22471,17,0,77.45,2,0.235
22472,19,397,55.31,2,0.342
22473,20,157,55.52,3,0.2
22474,18,45,85.3,2,0.322
22475,17,0,53.61,4,0.098
22476,20,0,52.63,10,0.2
22477,19,0,81.62,8,0.374
22478,19,136,82.5,8,0.472
22479,19,0,76.47,4,0.264
22480,17,185,79.33,2,0.373
22481,17,34,92.72,7,0.46
22482,20,162,64.61,8,0.36
22483,20,220,57.53,9,0.366
22484,17,0,90.11,1,0.309
22485,19,224,66.85,8,0.418
22486,19,111,57.13,2,0.162
22487,18,0,88.85,9,0.445
22488,19,0,81.51,8,0.374
22489,20,0,91.6,6,0.411
22490,20,114,74.08,2,0.287
22491,17,3,77.05,1,0.216
22492,18,176,76.82,0,0.313
22493,20,36,98.62,1,0.395
22494,17,0,67.35,0,0.126
22495,20,40,53.55,1,0.07
22496,18,43,56.73,3,0.132
22497,19,113,58.68,3,0.193
22498,18,0,51.16,6,0.117
22499,20,0,51.98,1,0.04199
22500,19,157,55.32,10,0.325
22501,19,0,92.34,9,0.47
22502,18,69,61.86,8,0.277
22503,17,120,93,7,0.52
22504,20,0,57.83,8,0.202
22505,18,85,96.59,2,0.431
22506,17,0,95.26,6,0.437
22507,20,0,95.03,5,0.417
22508,17,0,79.72,1,0.234
22509,19,119,66.75,5,0.292
22510,18,0,82.42,6,0.344
22511,20,34,61.47,1,0.124
22512,17,0,55.59,2,0.076
22513,20,197,92.94,4,0.517
22514,17,67,57.21,7,0.224
22515,20,0,63.75,7,0.226
22516,18,99,93.34,6,0.49
22517,17,401,90.73,5,0.656
22518,18,0,81.09,4,0.298
22519,17,0,67.63,6,0.236
22520,18,331,52.61,7,0.368
22521,19,0,90.09,2,0.327
22522,19,89,55.06,8,0.241
22523,19,138,72.34,8,0.4
22524,20,170,99.17,0,0.471
22525,18,62,80.77,8,0.41
22526,19,88,51.64,10,0.252
22527,17,43,50.44,4,0.104
22528,18,139,88.59,2,0.41
22529,19,0,70.46,5,0.239
22530,17,0,65.32,3,0.165
22531,18,14,75.72,6,0.305
22532,17,109,66.91,8,0.341
22533,20,62,87.66,2,0.351
22534,19,0,84.11,4,0.32
22535,19,0,64.69,9,0.27
22536,19,86,97.01,7,0.526
22537,17,0,98.8,8,0.499
22538,17,0,78.54,7,0.334
22539,18,0,63.55,2,0.134
22540,17,0,76.99,6,0.304
22541,18,0,86.77,9,0.43
22542,18,23,89.9,6,0.414
22543,20,0,92.37,2,0.344
22544,18,83,88.32,0,0.334
22545,17,0,89.46,5,0.377
22546,20,29,68.35,10,0.334
22547,17,176,67.91,3,0.303
22548,17,0,75.71,1,0.204
22549,18,418,92.36,7,0.716
22550,17,0,73.67,5,0.262
22551,20,178,78.48,2,0.362
22552,18,0,66.33,7,0.245
22553,20,0,58.59,8,0.207
22554,17,44,94.77,1,0.372
22555,19,75,62.71,10,0.324
22556,17,120,76.42,5,0.363
22557,17,90,98.89,10,0.597
22558,18,0,75.53,0,0.185
22559,20,0,70.86,6,0.26
22560,18,0,64.44,0,0.104
22561,20,0,64.56,6,0.214
22562,17,105,91.54,4,0.444
22563,18,0,73.3,3,0.223
22564,19,16,63.45,9,0.271
22565,18,1,89.15,0,0.285
22566,19,3,81.72,8,0.377
22567,19,0,77.82,5,0.292
22568,17,0,65.06,1,0.127
22569,19,114,51.61,4,0.161
22570,20,0,74.64,8,0.324
22571,20,116,82.38,3,0.367
22572,18,0,65.62,0,0.113
22573,18,0,76.42,9,0.355
22574,20,115,86.28,1,0.359
22575,20,0,61.02,0,0.08
22576,20,0,65.7,8,0.259
22577,20,57,91.2,9,0.5
22578,18,25,70.28,9,0.327
22579,17,12,87.74,8,0.427
22580,17,43,90.52,4,0.395
22581,18,47,54.18,3,0.116
22582,20,26,83.7,2,0.298
22583,18,151,66.8,9,0.387
22584,18,0,91.88,1,0.322
22585,20,0,58.99,8,0.21
22586,17,0,94.21,3,0.375
22587,19,0,55.84,3,0.096
22588,19,0,91.77,2,0.339
22589,20,0,63.65,9,0.262
22590,18,190,52.99,10,0.331
22591,19,126,61.23,6,0.275
22592,20,58,62.22,5,0.218
22593,20,0,69.63,4,0.215
22594,19,128,68.62,4,0.294
22595,19,80,64.98,1,0.18
22596,20,169,95.64,8,0.59
22597,20,0,86.5,5,0.355
22598,19,154,63.51,8,0.347
22599,18,0,65.26,5,0.201
22600,19,0,90.09,1,0.309
22601,17,0,50.44,3,0.056
22602,19,0,87.16,4,0.342
22603,18,168,75.41,8,0.442
22604,20,63,93.42,4,0.43
22605,19,0,98.46,4,0.424
22606,20,162,53.59,1,0.153
22607,20,0,68.58,2,0.171
22608,20,75,67.32,1,0.194
22609,17,0,92.22,4,0.379
22610,20,28,83.65,10,0.444
22611,18,101,93.71,4,0.458
22612,19,139,65.54,1,0.224
22613,18,154,57.02,9,0.318
22614,18,0,83.97,6,0.355
22615,20,0,62.64,8,0.237
22616,20,36,91.93,7,0.455
22617,19,144,86.96,7,0.492
22618,17,0,70.73,5,0.241
22619,17,128,59.27,10,0.335
22620,17,191,66.87,3,0.305
22621,20,86,77.93,5,0.351
22622,18,143,73.39,9,0.429
22623,17,187,79.5,0,0.34
22624,19,134,97.17,3,0.487
22625,20,76,96.66,7,0.517
22626,19,0,78.6,1,0.225
22627,18,183,63.94,5,0.315
22628,17,0,56.59,8,0.193
22629,20,162,52.55,9,0.291
22630,17,0,58.64,6,0.171
22631,20,0,75.21,4,0.255
22632,17,21,54.1,2,0.08
22633,17,44,54.13,2,0.095
22634,18,116,81.27,8,0.45
22635,17,5,59.33,7,0.198
22636,17,0,70.23,1,0.165
22637,17,45,63.51,9,0.291
22638,19,151,72.66,4,0.338
22639,20,85,90.83,9,0.517
22640,17,141,91.54,10,0.578
22641,19,96,50.44,9,0.231
22642,18,0,63.22,1,0.114
22643,18,0,81.17,7,0.353
22644,18,0,74.69,8,0.324
22645,20,0,98.2,8,0.495
22646,19,38,68.5,4,0.232
22647,19,0,81.03,3,0.279
22648,20,195,71.37,10,0.468
22649,19,0,77.46,4,0.272
22650,17,42,55.95,7,0.198
22651,17,0,74.71,10,0.361
22652,18,66,67.37,2,0.206
22653,17,0,60.39,9,0.238
22654,19,634,71.47,7,0.717
22655,18,68,87.13,7,0.442
22656,17,86,99.53,8,0.565
22657,18,0,92.78,4,0.383
22658,20,87,98.66,4,0.484
22659,20,113,64.7,5,0.273
22660,20,0,84.78,0,0.252
22661,20,151,89.57,5,0.479
22662,19,22,62.13,7,0.23
22663,20,0,81.54,2,0.265
22664,20,0,57.24,4,0.125
22665,19,0,97.36,3,0.398
22666,18,0,97.39,9,0.507
22667,20,121,57.82,1,0.156
22668,18,21,84.66,10,0.447
22669,17,0,98.8,8,0.499
22670,17,111,53.66,2,0.137
22671,19,151,89.44,5,0.478
22672,17,88,75.22,3,0.296
22673,17,62,66.87,9,0.327
22674,17,0,67.61,2,0.164
22675,19,235,68.1,6,0.398
22676,18,0,59.44,6,0.177
22677,19,0,51.4,7,0.137
22678,19,146,77.48,7,0.424
22679,20,0,74.9,2,0.217
22680,17,0,85.46,3,0.311
22681,18,634,69.97,8,0.73101
22682,19,30,94.18,1,0.359
22683,18,0,86.64,3,0.32
22684,17,69,82.18,5,0.37
22685,17,0,73.99,4,0.246
22686,18,0,57.68,3,0.11
22687,18,2,52.58,9,0.183
22688,17,0,85.28,7,0.383
22689,18,0,55,4,0.108
22690,19,0,55.42,7,0.166
22691,20,188,64.98,9,0.398
22692,19,0,95.91,6,0.442
22693,17,0,84.37,8,0.394
22694,19,83,85.12,10,0.492
22695,17,0,88.06,1,0.294
22696,17,229,89.5,0,0.441
22697,19,78,99.53,5,0.504
22698,18,0,54.23,2,0.067
22699,18,0,55.36,7,0.166
22700,20,141,98.54,0,0.447
22701,17,193,73.5,7,0.427
22702,17,0,94.99,10,0.508
22703,19,0,77.05,9,0.359
22704,18,17,84.7,0,0.263
22705,20,9,76.69,1,0.218
22706,17,0,96.89,2,0.376
22707,18,0,55.65,9,0.204
22708,17,175,54.29,0,0.149
22709,17,185,94.17,6,0.554
22710,18,171,58.85,3,0.233
22711,19,0,95.2,5,0.419
22712,17,0,50.44,8,0.146
22713,20,164,98.2,6,0.569
22714,19,0,57.05,0,0.051
22715,18,121,58.31,0,0.141
22716,20,0,60.48,10,0.257
22717,18,0,90.11,1,0.309
22718,17,0,68.33,5,0.223
22719,20,69,72.37,2,0.245
22720,17,69,67.33,5,0.263
22721,20,0,69.06,4,0.211
22722,20,137,70.24,2,0.275
22723,20,0,88.31,0,0.278
22724,18,0,78.35,1,0.224
22725,19,22,89.41,1,0.319
22726,20,157,78.58,4,0.385
22727,17,0,52.72,9,0.183
22728,18,121,93.28,0,0.395
22729,18,0,60.58,9,0.24
22730,19,0,63.2,2,0.132
22731,19,0,70.67,1,0.168
22732,20,209,90.79,9,0.6
22733,18,87,64.49,0,0.163
22734,17,159,51.61,7,0.245
22735,17,0,91.18,4,0.371
22736,20,0,76.93,9,0.358
22737,18,0,58.44,7,0.188
22738,19,193,92.26,5,0.527
22739,19,81,94.15,2,0.411
22740,20,0,73.91,1,0.191
22741,17,62,92.43,5,0.44
22742,17,72,68.84,9,0.348
22743,19,0,94.41,8,0.467
22744,18,38,65.84,10,0.322
22745,20,0,97.75,4,0.419
22746,17,76,87.25,6,0.43
22747,18,274,89.56,3,0.526
22748,20,194,98.35,6,0.59
22749,20,4,86,7,0.391
22750,17,0,59.19,10,0.248
22751,20,35,94.17,7,0.471
22752,17,96,78.74,9,0.436
22753,17,0,94.15,1,0.338
22754,20,0,63.03,4,0.167
22755,17,0,58.89,2,0.1
22756,18,0,50.84,6,0.115
22757,17,0,77.96,9,0.366
22758,19,140,54.11,0,0.124
22759,17,77,80.7,6,0.383
22760,18,119,71.47,2,0.272
22761,18,136,97.92,8,0.584
22762,19,0,58.85,1,0.082
22763,18,0,72.49,9,0.326
22764,17,194,98.3,2,0.517
22765,18,186,91.87,9,0.592
22766,18,0,63.75,6,0.208
22767,18,0,97.14,1,0.36
22768,19,0,90.94,3,0.351
22769,18,0,52.51,8,0.163
22770,18,0,55.59,5,0.131
22771,20,173,89.56,0,0.403
22772,18,107,93.78,8,0.535
22773,18,88,95.02,1,0.404
22774,17,0,84.16,7,0.375
22775,19,156,79.55,4,0.392
22776,19,187,80.65,2,0.384
22777,19,53,68.51,8,0.315
22778,17,71,98.95,5,0.494
22779,18,0,86.27,2,0.299
22780,18,206,62.5,0,0.229
22781,20,0,91.69,2,0.339
22782,18,0,63.79,8,0.245
22783,18,203,97.05,1,0.496
22784,18,50,82.72,8,0.416
22785,20,0,66.54,3,0.174
22786,19,0,74.05,5,0.265
22787,20,11,71.43,9,0.326
22788,18,619,89.39,4,0.73101
22789,20,0,70.27,9,0.31
22790,20,148,89.02,8,0.528
22791,19,258,76.12,7,0.49
22792,19,26,96.63,10,0.537
22793,20,145,82.88,6,0.445
22794,20,30,70.01,1,0.183
22795,18,0,73.15,10,0.349
22796,19,0,84.17,6,0.357
22797,18,115,90.53,5,0.462
22798,17,69,65.02,4,0.228
22799,18,115,59.4,7,0.272
22800,20,126,63.26,0,0.181
22801,20,126,70.55,6,0.343
22802,20,173,55.1,3,0.208
22803,20,46,99.52,10,0.572
22804,19,71,66.99,9,0.334
22805,20,0,99.38,0,0.358
22806,17,59,87.73,10,0.495
22807,18,137,56.78,4,0.214
22808,17,51,60.58,1,0.129
22809,20,141,73.41,3,0.319
22810,19,0,85.35,1,0.274
22811,20,0,80.62,0,0.222
22812,18,87,80.2,6,0.386
22813,18,0,85.38,6,0.365
22814,19,128,68.39,1,0.237
22815,19,9,81.04,6,0.34
22816,18,182,96.73,10,0.643
22817,18,0,50.44,0,0.04199
22818,19,634,85.32,1,0.73101
22819,17,569,65.42,3,0.549
22820,17,0,94.6,10,0.505
22821,17,208,94.97,7,0.593
22822,17,123,50.61,0,0.087
22823,17,0,98.67,3,0.407
22824,17,87,50.44,1,0.079
22825,17,42,73.33,9,0.361
22826,20,54,58.05,7,0.221
22827,17,0,78.67,9,0.371
22828,19,0,73.35,7,0.296
22829,17,15,69.08,8,0.293
22830,20,0,95.12,10,0.509
22831,17,0,74.05,1,0.192
22832,19,0,58.62,9,0.226
22833,19,78,83.04,0,0.292
22834,20,0,74.15,10,0.356
22835,19,221,60.69,3,0.28
22836,19,634,61.05,1,0.536
22837,20,0,89.41,9,0.449
22838,20,113,96.59,7,0.541
22839,18,0,76.07,6,0.298
22840,20,0,84.08,1,0.265
22841,20,138,56.27,4,0.211
22842,19,176,72.55,2,0.318
22843,20,149,72.89,8,0.411
22844,17,112,57.67,9,0.294
22845,19,0,51.36,3,0.064
22846,19,0,83.65,1,0.262
22847,20,204,68.46,5,0.362
22848,17,24,69.04,2,0.19
22849,20,0,97.65,4,0.418
22850,17,357,58.56,10,0.484
22851,18,0,90.01,8,0.435
22852,19,105,94.93,10,0.578
22853,18,0,86.98,3,0.323
22854,20,147,67.07,6,0.331
22855,20,0,68.37,4,0.206
22856,17,92,56.87,1,0.13
22857,18,0,52.29,2,0.052
22858,17,88,64.03,0,0.161
22859,19,0,66.39,9,0.282
22860,20,135,59.02,3,0.21
22861,19,97,89.45,4,0.424
22862,17,0,77.69,10,0.382
22863,17,233,57.9,5,0.305
22864,17,0,52.78,0,0.04199
22865,18,147,98.85,1,0.471
22866,19,547,81.15,6,0.703
22867,17,10,50.44,4,0.082
22868,20,0,63.42,6,0.206
22869,18,0,83,6,0.348
22870,19,186,93.3,3,0.494
22871,19,0,95.38,4,0.402
22872,19,73,81.85,5,0.371
22873,18,9,52.14,10,0.203
22874,18,0,54.55,6,0.142
22875,18,0,58.41,6,0.17
22876,17,26,66.33,9,0.299
22877,18,0,93.03,10,0.494
22878,20,74,94.42,2,0.408
22879,20,0,67.92,6,0.239
22880,20,131,65.44,8,0.345
22881,18,88,73.89,4,0.305
22882,18,43,64.3,7,0.259
22883,17,0,96.79,3,0.394
22884,18,170,70.74,1,0.283
22885,19,104,94.06,7,0.517
22886,18,185,51.09,6,0.241
22887,19,0,62.72,0,0.092
22888,17,295,81.01,1,0.441
22889,18,0,90.08,7,0.418
22890,18,119,67.77,5,0.299
22891,18,84,69.06,7,0.322
22892,17,71,86.51,4,0.385
22893,18,0,59.63,7,0.197
22894,20,0,52.11,4,0.087
22895,20,0,57.07,9,0.214
22896,18,110,86.51,4,0.411
22897,18,109,85.86,3,0.388
22898,19,0,56.84,0,0.049
22899,18,21,58.35,10,0.256
22900,19,197,94.45,9,0.618
22901,18,0,88.2,6,0.386
22902,20,0,71.87,8,0.304
22903,19,161,77.21,3,0.36
22904,20,0,95.57,7,0.458
22905,20,0,62.1,0,0.087
22906,18,91,63.16,4,0.229
22907,18,109,82.17,9,0.47
22908,17,119,69.81,7,0.351
22909,19,107,66.19,10,0.371
22910,19,0,88.09,7,0.403
22911,18,124,50.44,5,0.176
22912,17,56,71.8,5,0.286
22913,20,0,64.48,5,0.195
22914,17,33,97.31,3,0.42
22915,19,0,75.17,7,0.309
22916,17,0,89.62,1,0.305
22917,17,3,88.02,3,0.332
22918,20,0,92.25,7,0.433
22919,19,17,55.86,2,0.09
22920,17,121,96.51,7,0.546
22921,17,339,71.58,10,0.566
22922,18,143,59.48,10,0.346
22923,19,0,72.84,2,0.202
22924,18,0,89.85,8,0.434
22925,20,543,78.54,10,0.73101
22926,19,0,81.06,8,0.37
22927,19,79,64.65,4,0.232
22928,18,0,92.96,8,0.457
22929,19,71,79.04,1,0.276
22930,20,0,75.56,3,0.24
22931,17,392,90.41,9,0.72
22932,19,105,75.5,9,0.419
22933,20,141,67.5,1,0.24
22934,18,0,98.27,0,0.35
22935,20,634,62.89,5,0.657
22936,18,0,61.26,0,0.081
22937,17,0,84.26,10,0.43
22938,20,109,70.03,7,0.345
22939,18,11,57.06,1,0.076
22940,20,0,58.72,6,0.172
22941,18,310,77.27,9,0.57
22942,18,138,92.8,10,0.585
22943,19,0,99.53,1,0.38
22944,18,0,89.43,0,0.286
22945,20,0,59.96,6,0.181
22946,17,198,83.91,0,0.379
22947,17,146,59.94,10,0.352
22948,17,117,57.95,8,0.281
22949,18,101,58.45,5,0.22
22950,17,54,57.99,10,0.275
22951,18,44,53.19,9,0.216
22952,17,0,69.45,7,0.268
22953,20,45,65.05,8,0.284
22954,17,104,95.87,3,0.457
22955,20,0,92.97,3,0.366
22956,20,94,61.58,4,0.22
22957,19,76,75.66,9,0.4
22958,20,0,76.22,8,0.335
22959,20,0,70.02,5,0.236
22960,20,0,71.58,0,0.156
22961,19,0,54.08,5,0.12
22962,19,0,80.43,8,0.366
22963,18,0,75.42,7,0.311
22964,19,26,74.32,1,0.212
22965,18,0,96.37,7,0.463
22966,17,13,92.63,7,0.445
22967,20,5,69.18,8,0.287
22968,19,0,75.85,10,0.369
22969,19,0,69.16,4,0.211
22970,18,29,77.94,2,0.258
22971,20,0,94.7,1,0.342
22972,19,0,77.88,1,0.22
22973,17,402,97.22,2,0.649
22974,20,0,91.98,1,0.323
22975,20,189,64.97,3,0.29
22976,20,0,74.68,2,0.215
22977,18,81,71.69,4,0.284
22978,17,0,55.04,1,0.054
22979,17,69,64.37,6,0.259
22980,19,162,72.55,8,0.418
22981,20,0,91.75,4,0.375
22982,17,19,96.08,4,0.42
22983,19,1,70.03,9,0.309
22984,17,423,53.34,2,0.345
22985,20,142,94.33,6,0.526
22986,17,64,80.17,2,0.298
22987,20,142,93.36,5,0.501
22988,17,0,54.73,8,0.179
22989,18,8,90.89,1,0.32
22990,19,0,51.04,1,0.04199
22991,20,0,94.06,9,0.483
22992,18,601,98.19,3,0.73101
22993,20,82,82.26,8,0.434
22994,17,162,76.47,8,0.446
22995,18,163,80.33,7,0.457
22996,20,0,88.12,5,0.367
22997,18,0,90.1,8,0.436
22998,19,0,63.52,9,0.261
22999,18,0,62.47,10,0.272
23000,18,0,69.99,5,0.235
23001,20,194,73,8,0.442
23002,19,0,64.75,5,0.197
23003,19,0,68.5,4,0.207
23004,19,141,99.53,1,0.474
23005,20,25,79.91,6,0.342
23006,18,0,74.94,10,0.362
23007,20,132,74.23,7,0.391
23008,19,67,72.37,5,0.298
23009,20,146,50.44,3,0.154
23010,20,0,56.69,2,0.084
23011,17,191,85.43,4,0.458
23012,18,1,92.52,6,0.418
23013,18,0,74.4,9,0.34
23014,18,0,96.76,7,0.466
23015,18,166,57.09,6,0.272
23016,17,0,50.44,3,0.056
23017,20,8,77.61,2,0.242
23018,20,0,59.26,1,0.085
23019,19,0,63.37,9,0.26
23020,18,162,73.45,2,0.315
23021,20,190,59.77,5,0.289
23022,18,0,55.56,2,0.076
23023,18,113,52.09,4,0.163
23024,20,4,73.82,0,0.175
23025,20,189,95.73,9,0.622
23026,19,44,85.92,8,0.435
23027,17,311,79.78,1,0.443
23028,17,181,54.71,0,0.156
23029,20,0,80.65,1,0.24
23030,18,0,81.31,6,0.336
23031,19,68,53.73,5,0.163
23032,18,20,85.32,0,0.269
23033,18,197,75.81,6,0.429
23034,20,172,99.53,1,0.494
23035,19,0,57.12,4,0.124
23036,18,68,55.75,0,0.087
23037,18,216,83.52,7,0.515
23038,17,180,80.53,0,0.342
23039,19,288,63.55,7,0.419
23040,19,0,78.38,9,0.369
23041,17,76,99.18,3,0.462
23042,18,0,58.58,1,0.08
23043,19,0,80.65,1,0.24
23044,17,53,55.52,6,0.184
23045,20,218,89.59,3,0.488
23046,20,110,75.8,3,0.315
23047,19,0,57.63,6,0.164
23048,17,97,65.12,8,0.32
23049,19,19,90.23,0,0.304
23050,20,118,71.32,1,0.252
23051,17,0,97.63,0,0.345
23052,20,12,75.19,0,0.191
23053,20,0,76.53,7,0.319
23054,17,180,58.66,9,0.347
23055,17,0,94.3,10,0.503
23056,19,54,87.53,7,0.435
23057,20,144,55.89,0,0.139
23058,20,0,58.3,7,0.187
23059,19,29,76.14,9,0.372
23060,19,0,88.93,10,0.464
23061,19,0,87.08,9,0.432
23062,19,0,53.8,9,0.191
23063,20,0,84.51,0,0.25
23064,17,160,98.59,2,0.496
23065,17,86,80.2,8,0.422
23066,17,90,77.66,9,0.424
23067,20,22,81.46,2,0.279
23068,19,20,77.27,7,0.338
23069,17,165,61.11,2,0.228
23070,17,0,77.95,9,0.366
23071,18,0,86.63,4,0.338
23072,17,184,79.42,9,0.5
23073,19,114,73.8,4,0.322
23074,18,195,84.38,3,0.435
23075,18,0,92.97,0,0.312
23076,17,73,50.44,8,0.196
23077,19,0,94.15,2,0.356
23078,20,0,76.14,5,0.28
23079,19,57,70.09,5,0.275
23080,20,0,85.27,1,0.274
23081,20,0,99.53,9,0.523
23082,20,155,64.68,8,0.356
23083,19,0,89.83,3,0.343
23084,17,174,95.14,5,0.535
23085,18,0,60.23,1,0.092
23086,18,0,93.62,5,0.407
23087,19,15,96.49,5,0.438
23088,20,111,80.06,7,0.42
23089,19,154,59.83,1,0.193
23090,18,0,54.56,0,0.04199
23091,20,72,80.12,5,0.357
23092,19,83,59.93,10,0.309
23093,20,0,59.69,9,0.233
23094,19,5,74.97,2,0.221
23095,19,58,69.31,5,0.27
23096,18,160,63.35,7,0.331
23097,18,192,85.57,7,0.514
23098,18,634,72.02,1,0.654
23099,18,98,76.32,0,0.257
23100,19,62,56.97,9,0.255
23101,18,0,94.31,3,0.376
23102,17,197,52.47,1,0.168
23103,17,0,90.37,2,0.329
23104,20,1,57.04,0,0.051
23105,18,0,83.44,4,0.315
23106,19,0,52.13,8,0.16
23107,20,0,50.86,8,0.151
23108,17,0,59.5,1,0.087
23109,20,150,79.76,6,0.426
23110,19,65,51.52,3,0.109
23111,19,0,64.52,4,0.178
23112,18,59,96.79,1,0.397
23113,19,0,78.61,2,0.244
23114,17,273,69.12,1,0.34
23115,18,0,52.7,8,0.164
23116,20,0,52.32,3,0.071
23117,18,269,78.3,10,0.568
23118,19,0,99.53,2,0.398
23119,20,173,56.8,9,0.329
23120,19,0,61.6,10,0.265
23121,18,144,98.25,0,0.447
23122,20,87,98.12,5,0.498
23123,20,0,76.43,7,0.319
23124,19,97,78.22,3,0.324
23125,17,0,80.95,5,0.315
23126,18,0,55.97,8,0.188
23127,18,0,66.87,4,0.195
23128,17,588,50.44,1,0.416
23129,18,634,64.45,2,0.595
23130,17,58,73.03,6,0.315
23131,19,117,52.05,9,0.257
23132,18,115,66.17,8,0.34
23133,19,28,63.11,0,0.114
23134,18,0,94.28,7,0.448
23135,19,0,54.3,3,0.085
23136,19,134,65.18,8,0.345
23137,17,0,93.46,4,0.388
23138,18,42,76.01,9,0.38
23139,19,22,63.21,6,0.219
23140,19,116,84.99,7,0.459
23141,17,0,72.95,7,0.293
23142,20,0,50.86,1,0.04199
23143,17,31,77.27,0,0.218
23144,20,0,53.22,8,0.168
23145,19,0,55.75,10,0.223
23146,18,0,86.18,10,0.444
23147,17,0,85.7,4,0.331
23148,20,0,69.49,8,0.286
23149,19,184,61.39,5,0.297
23150,20,16,51.45,6,0.13
23151,20,191,86.82,3,0.45
23152,17,0,84.84,3,0.307
23153,19,199,88.16,3,0.465
23154,18,0,55.4,0,0.04199
23155,20,195,52.55,3,0.204
23156,17,77,60.16,4,0.198
23157,17,0,89.83,4,0.361
23158,19,0,57.86,8,0.202
23159,19,99,80.14,8,0.43
23160,19,0,82.09,5,0.323
23161,18,63,89.01,9,0.489
23162,18,191,50.44,2,0.166
23163,20,0,81.56,9,0.392
23164,20,0,96.23,9,0.499
23165,20,69,72.81,1,0.23
23166,18,0,87.27,8,0.415
23167,20,116,69.51,4,0.292
23168,18,0,56.53,8,0.192
23169,20,0,67.3,9,0.289
23170,20,634,84.75,10,0.73101
23171,17,21,54.61,1,0.065
23172,20,5,71.62,9,0.323
23173,19,0,52.96,5,0.112
23174,20,69,93.72,8,0.509
23175,19,185,94.99,1,0.469
23176,17,0,71.28,0,0.154
23177,20,0,68.57,6,0.243
23178,17,25,90.46,10,0.492
